Last Name,Nationality,Date of Birth,Team,Total Goals,Shots Created per 90 Minutes,Assists
Williams,Italy,02/07/2001,Tottenham Hotspur,12,0.72,2
Hart,Spain,06/09/1989,Manchester United,12,3.32,1
Garcia,France,02/09/1993,Chelsea,12,0.69,4
Smith,Scotland,23/01/2004,Liverpool,12,4.72,5
Scott,Argentina,30/08/2004,Chelsea,12,2.82,6
Watts,Brazil,10/11/2000,Arsenal,12,0.72,9
Mayo,Netherlands,07/03/1997,Newcastle United,12,2.56,1
Snyder,England,09/02/2000,Liverpool,12,1.88,8
Miles,Germany,09/07/1986,Tottenham Hotspur,12,3.26,8
Santana,Argentina,13/07/1993,Aston Villa,12,4.27,9
Avery,Germany,28/02/1985,Chelsea,12,2.71,5
Mccarty,Uruguay,21/03/1994,Manchester City,12,1.79,9
Fernandez,Scotland,10/08/1993,Liverpool,12,2.97,0
Anderson,Netherlands,17/01/1995,Aston Villa,12,1.57,2
Walker,Argentina,30/04/2004,Everton,12,3.92,15
Bray,Brazil,11/02/1995,Leeds United,12,0.72,10
Beltran,Germany,14/05/1990,Newcastle United,12,2.6,13
Warner,Italy,23/01/1992,West Ham United,12,2.25,14
Bailey,Germany,06/08/1989,West Ham United,12,3.69,8
Ortiz,Spain,08/05/2002,Aston Villa,12,3.85,1
Rose,France,05/10/1996,Liverpool,12,1.34,13
Miller,Argentina,21/09/1986,Newcastle United,12,2.65,1
Caldwell,Italy,30/11/1992,Arsenal,12,2.71,10
Frazier,Sweden,08/01/2003,Leicester City,12,3.2,6
Ramos,Denmark,19/03/2000,Leicester City,12,3.51,2
Chaney,Uruguay,15/06/1996,West Ham United,12,2.27,10
Chapman,Sweden,12/04/2001,Newcastle United,12,4.18,0
Edwards,Spain,13/08/2003,Everton,12,2.05,14
Ellis,Sweden,08/07/1989,West Ham United,12,1.38,8
Crosby,Uruguay,07/05/1988,West Ham United,12,4.04,1
Howard,Scotland,25/11/2003,Manchester City,12,4.96,6
Moore,Brazil,23/06/2004,Chelsea,12,2.72,12
Green,Argentina,26/01/2004,Everton,12,3.21,2
Mills,Spain,24/02/1999,Aston Villa,12,3.46,12
Howard,Argentina,13/06/1987,Everton,12,2.35,3
Lewis,Uruguay,29/12/2004,Aston Villa,12,1.43,12
Barnes,Spain,25/03/1984,Leicester City,12,1.61,14
Stanley,Uruguay,05/10/1993,Liverpool,12,4.16,14
Greer,England,14/04/1995,Liverpool,12,0.97,4
Jordan,Italy,15/11/2004,West Ham United,12,4.56,0
Clark,Spain,10/05/1998,Aston Villa,12,1.49,13
Reid,Italy,02/09/1993,West Ham United,12,3.57,6
Berry,Spain,07/11/1988,Chelsea,12,2.77,1
Becker,Germany,05/07/1989,Arsenal,12,4.21,0
Flores,Italy,27/06/1989,Chelsea,12,1.33,6
Davis,Italy,14/08/1992,Chelsea,12,3.9,8
Bridges,Argentina,16/04/1996,Leicester City,12,2.39,4
Moore,Netherlands,22/12/1999,West Ham United,12,3.92,5
Tucker,Netherlands,01/12/1984,Leeds United,12,1.89,2
Roman,Netherlands,06/04/1989,Chelsea,12,4.04,5
Martin,Spain,17/11/2000,Liverpool,12,2.03,14
Sullivan,Argentina,15/03/1985,Leicester City,12,3.11,15
Thomas,Spain,06/03/1991,Everton,12,4.11,13
Hayes,Portugal,15/12/1989,Tottenham Hotspur,12,4.95,0
Stokes,Spain,01/08/2001,Manchester City,12,1.19,0
Garcia,Uruguay,14/09/2002,Newcastle United,12,1.84,9
Dennis,Spain,03/10/2005,West Ham United,12,1.85,3
Crawford,Argentina,01/06/1992,Liverpool,12,2.25,3
Nguyen,Netherlands,19/12/1992,Newcastle United,12,1.3,11
Williams,France,02/06/1998,Tottenham Hotspur,12,1.92,6
Bautista,Belgium,13/07/1984,Leeds United,12,3.59,8
Romero,France,31/01/1989,West Ham United,12,3.09,11
Price,Italy,28/06/2006,Leeds United,12,2.68,7
Walsh,Netherlands,13/02/1995,Tottenham Hotspur,12,0.81,0
Martin,Uruguay,15/11/1987,Manchester City,12,2.88,1
Carey,England,20/01/2000,Arsenal,12,3.41,9
Mcdaniel,Netherlands,23/01/2003,West Ham United,12,3.32,3
Davis,Argentina,14/08/2000,Manchester United,12,3.8,13
Payne,Belgium,01/05/1985,Leicester City,12,3.94,13
Simpson,Spain,19/09/1996,West Ham United,12,1.48,12
Thompson,Sweden,01/07/2001,Tottenham Hotspur,12,3.23,10
Mccarthy,Argentina,24/01/1989,Liverpool,12,0.61,10
Young,Netherlands,17/07/2002,Aston Villa,12,1.15,3
Snyder,Spain,25/05/1993,Liverpool,12,2.32,5
Miller,Denmark,08/11/1996,Newcastle United,12,1.25,0
Harris,Scotland,07/06/2005,Newcastle United,12,4.89,10
Parker,Netherlands,16/02/1992,Tottenham Hotspur,12,0.62,9
Lawrence,France,13/02/1987,Chelsea,12,4.47,5
Boyle,France,14/01/1997,Manchester City,12,4.94,3
Freeman,Brazil,19/12/2004,Arsenal,12,1.89,14
Hammond,Germany,24/07/2000,Manchester City,12,0.8,1
Weaver,Scotland,17/10/1992,Leicester City,12,3.6,12
Burns,Italy,18/04/1986,Arsenal,12,3.14,9
Thomas,Italy,31/07/1986,Liverpool,12,4.32,9
Parker,Portugal,02/08/1990,Manchester City,12,0.89,12
Schultz,Brazil,07/06/2002,West Ham United,12,1.28,3
Bennett,Scotland,06/09/1992,Leicester City,12,2.94,14
Meyers,Belgium,13/08/1991,Everton,12,4.1,1
Burton,Brazil,24/03/2004,Manchester City,12,3.89,8
Johnson,England,26/05/1998,Chelsea,12,4.72,11
Marshall,England,30/07/1997,Everton,12,4.46,6
Monroe,Portugal,01/04/1988,Everton,12,2.47,4
Fitzgerald,France,30/09/1987,Arsenal,12,3.62,15
King,Sweden,15/09/1994,Leeds United,12,2.94,10
Rogers,Netherlands,22/11/1997,Liverpool,12,3.04,10
Lawson,Sweden,04/07/1997,Newcastle United,12,0.69,8
Bishop,Spain,01/07/1986,Tottenham Hotspur,12,4.94,8
George,Brazil,18/09/1986,Liverpool,12,1.99,7
Lambert,Sweden,15/07/1993,Everton,12,3.68,9
Ortega,Portugal,07/06/2005,Everton,12,4.03,10
Norton,England,14/09/1998,Arsenal,12,2.99,7
Mcmillan,Uruguay,17/05/1989,Everton,12,2.96,4
Dickson,Uruguay,20/10/1990,Aston Villa,12,3.26,0
Ramirez,Argentina,25/05/1994,Arsenal,12,4.08,5
Smith,Portugal,08/02/2007,Leeds United,12,1.55,7
Riggs,Netherlands,21/05/1989,West Ham United,12,4.55,6
Swanson,Uruguay,09/07/1999,Manchester United,12,2.99,14
Taylor,Sweden,15/01/1995,Chelsea,12,4.45,6
Jacobson,Sweden,01/01/2007,Manchester United,12,1.74,15
Garner,Belgium,14/04/1993,Everton,12,1.73,5
Boyd,Italy,04/10/2003,Tottenham Hotspur,12,4.38,11
Simpson,England,06/10/1991,West Ham United,12,4.25,15
Green,Argentina,24/07/1996,Leicester City,12,2.36,15
Scott,Sweden,25/10/1993,Tottenham Hotspur,12,1.87,13
Cox,Spain,29/07/1990,Manchester City,12,4.61,5
Martinez,Uruguay,31/07/1990,Liverpool,12,1.49,4
Durham,Spain,17/10/2003,Tottenham Hotspur,12,2.81,14
Watson,England,01/01/1992,Newcastle United,12,1.32,8
Sullivan,France,12/05/2003,Arsenal,12,1.23,0
Lowery,Brazil,09/06/1996,Arsenal,12,4.29,1
Lopez,Sweden,09/10/2001,Liverpool,12,3.86,7
Davis,Belgium,19/01/2000,Chelsea,12,2.51,7
Garcia,Germany,25/01/1991,Manchester United,12,2.88,9
Castro,Sweden,01/09/1991,Liverpool,12,2.04,10
Nguyen,Sweden,30/10/1998,Arsenal,12,4.33,11
Robbins,Portugal,10/02/2002,Manchester City,12,3.12,2
Jones,Portugal,28/12/1995,Tottenham Hotspur,12,2.22,1
Chandler,Uruguay,23/11/1994,Leicester City,12,1.33,4
Mitchell,Argentina,19/10/1988,West Ham United,12,2.87,3
James,Germany,10/06/1988,Leicester City,12,1.23,8
Wilson,Portugal,25/06/1992,Tottenham Hotspur,12,1.71,13
Snow,Belgium,28/07/1989,Aston Villa,12,4.72,9
Miles,Argentina,29/01/1999,Aston Villa,12,3.67,0
Anderson,Spain,11/05/1988,Chelsea,12,4.9,10
Pittman,Italy,10/02/2004,Manchester City,12,1.19,0
Fitzpatrick,Germany,26/05/1994,West Ham United,12,1.97,13
Hanson,Sweden,26/08/1992,Liverpool,12,0.75,4
Harrington,England,30/07/2001,Manchester United,12,2.81,4
Moon,Germany,20/01/1986,Leicester City,12,3.87,11
Owens,Netherlands,04/01/2006,Everton,12,2.99,0
Tran,Argentina,16/03/2001,Arsenal,12,1.41,3
Conrad,France,07/11/1992,Manchester City,12,2.5,2
Miller,Sweden,29/12/1988,Manchester City,12,2.08,8
Schmitt,Scotland,30/03/1988,Arsenal,12,2.39,9
Little,Netherlands,07/04/1988,Aston Villa,12,2.55,15
Carter,Netherlands,06/09/2004,Aston Villa,12,2.34,14
Berger,Sweden,07/08/1985,Chelsea,12,2.04,5
Rodriguez,Sweden,15/11/1987,Leicester City,12,0.66,11
Nelson,Portugal,08/01/1988,Everton,12,3.64,10
Higgins,France,23/04/1991,Arsenal,12,1.55,10
Martin,Scotland,03/12/1984,Leicester City,12,4.05,0
Caldwell,Germany,03/02/1991,Manchester United,12,4.67,7
Floyd,England,06/11/1998,Leicester City,12,1.84,9
Long,Belgium,09/05/1984,Manchester City,12,2.91,13
Shepard,Uruguay,19/05/1998,Leeds United,12,3.39,5
Williams,Belgium,24/01/1996,Leeds United,12,2.52,15
Hall,Brazil,19/04/1993,Tottenham Hotspur,12,3.08,13
Ford,Denmark,28/08/1989,Manchester United,12,0.82,11
Adams,Denmark,24/01/1998,Arsenal,12,1.11,7
Whitaker,Netherlands,23/06/2005,Manchester United,12,0.89,11
Deleon,Argentina,03/06/1990,Aston Villa,12,2.07,0
Warren,Spain,24/11/1985,Everton,12,1.04,4
Bauer,Netherlands,10/09/1987,Everton,12,2.19,10
Kelly,England,08/07/1994,Aston Villa,12,4.14,0
Perez,Argentina,18/03/2000,Leicester City,12,0.7,13
Foster,Argentina,19/02/1991,Newcastle United,12,1.22,14
Nielsen,Denmark,10/11/1986,Chelsea,12,3.9,11
Velasquez,Denmark,07/05/1998,Leicester City,12,3,0
Martin,Netherlands,01/04/2004,Everton,12,3.47,9
Garcia,England,20/05/1990,Manchester City,12,2.37,11
Richard,Italy,09/05/2001,Chelsea,12,2.8,12
Armstrong,Italy,21/03/1987,Leeds United,12,0.57,4
Kramer,Netherlands,28/09/1995,Manchester City,12,4.75,5
Smith,Brazil,03/09/1996,Liverpool,12,4.09,12
Fleming,Netherlands,04/12/1993,Tottenham Hotspur,12,4.08,9
Reyes,England,19/11/1989,Tottenham Hotspur,12,4.35,1
Fox,England,22/05/2005,Manchester United,12,0.8,12
Williams,Scotland,10/04/1986,Liverpool,12,1.44,4
Reyes,England,28/04/1988,Chelsea,12,2.88,5
Mclean,Brazil,26/04/2005,Manchester City,12,1.34,3
Bryant,Sweden,11/07/1989,Arsenal,12,1.58,0
King,England,06/03/1992,Chelsea,12,2.76,14
Jordan,England,11/09/1984,West Ham United,12,2.54,2
Carroll,Germany,25/01/2003,Liverpool,12,4.08,15
Delacruz,Spain,19/06/1990,Everton,12,0.56,11
Dunn,Netherlands,23/09/2000,Chelsea,12,2.56,15
Martin,Netherlands,20/11/1993,Leeds United,12,3.82,9
Hall,Germany,23/12/2002,Newcastle United,12,1.13,5
Johnson,Belgium,20/08/2000,Liverpool,12,3.46,5
Campbell,Portugal,12/01/2003,Newcastle United,12,1.29,3
Brooks,Argentina,31/05/1996,Tottenham Hotspur,12,4.23,2
Bishop,Italy,05/12/1990,Everton,12,3.13,0
Pace,Italy,20/03/1988,Manchester City,12,0.83,2
Campbell,Brazil,27/07/1994,Chelsea,12,2.9,11
Roberts,England,01/04/1985,West Ham United,12,3.74,4
Schneider,France,07/10/1985,Liverpool,12,0.95,14
Hernandez,Portugal,19/06/2000,Aston Villa,12,2.37,5
White,England,30/08/1987,Tottenham Hotspur,12,0.95,14
Rodriguez,Italy,09/07/1987,Manchester United,12,4.57,1
Montoya,Sweden,09/04/1990,Liverpool,12,3.22,15
Wang,Germany,19/07/1999,Liverpool,12,3.84,13
Shannon,Brazil,01/08/2006,Liverpool,12,2.19,0
Soto,Netherlands,20/08/2004,Arsenal,12,0.89,3
Wilson,Belgium,06/08/1994,Tottenham Hotspur,12,2.56,12
Grant,France,08/05/1987,West Ham United,12,0.76,12
Whitney,Portugal,28/05/2000,Aston Villa,11,1.41,15
Lee,Brazil,25/01/1996,Aston Villa,11,1.15,12
Snyder,Brazil,23/07/1984,Arsenal,11,3.67,7
Martin,Scotland,10/12/2001,West Ham United,11,3.86,4
Webb,Netherlands,21/10/1999,Manchester City,11,2.06,5
Johnson,Sweden,30/05/2003,Manchester City,11,0.89,9
Odonnell,England,22/01/1985,Manchester United,11,4.82,5
Collins,Uruguay,13/08/1996,Chelsea,11,1.47,9
Flores,Brazil,17/03/2000,Newcastle United,11,4.98,0
Ward,Portugal,29/12/1986,Leicester City,11,0.63,14
Johnson,Portugal,10/01/1993,Arsenal,11,3.71,1
Barton,Portugal,12/05/1989,Tottenham Hotspur,11,2.67,8
Garza,Netherlands,23/04/1996,Tottenham Hotspur,11,4.95,10
Hill,Netherlands,20/02/1988,West Ham United,11,2.93,15
Downs,Scotland,28/06/1990,Manchester City,11,2.84,15
Lopez,Spain,09/07/1992,Chelsea,11,2.43,2
Lowe,Germany,21/10/2003,Chelsea,11,2.31,0
Barr,Belgium,30/09/2006,Arsenal,11,1.55,8
Crawford,Sweden,12/01/2007,Everton,11,2.67,14
Weaver,Uruguay,29/09/2005,Newcastle United,11,3.83,8
Santos,Brazil,31/10/2000,Leicester City,11,3.88,14
Gutierrez,Germany,10/04/1995,Liverpool,11,4.26,9
Gibson,Germany,21/07/1993,Manchester United,11,2.76,9
Johnson,Portugal,08/10/1996,Newcastle United,11,3.61,15
Clarke,Denmark,01/02/1996,Leeds United,11,1.82,4
Flores,Scotland,07/09/1994,Leicester City,11,0.78,14
Butler,Belgium,20/03/1988,Newcastle United,11,3.47,15
Johnson,Belgium,08/06/1986,Tottenham Hotspur,11,2.42,10
Crawford,Italy,24/05/1993,Aston Villa,11,3.47,7
French,Spain,07/06/1988,Newcastle United,11,2.91,6
Ayala,Italy,26/02/1996,Tottenham Hotspur,11,1.75,11
Sanders,England,15/01/2003,Everton,11,3.83,12
Webster,Italy,03/11/1992,Manchester City,11,1.15,12
Williams,Spain,16/05/1991,Leeds United,11,3.68,15
Brewer,Scotland,10/11/1987,Everton,11,4.1,5
Jensen,Spain,06/01/2000,Arsenal,11,2.72,0
Porter,Denmark,05/05/2002,Manchester United,11,4.72,10
Sullivan,Italy,09/06/1999,Manchester United,11,1.96,2
Hill,Scotland,17/10/1987,Leeds United,11,2.18,7
Turner,Scotland,22/03/1988,Tottenham Hotspur,11,3.02,9
Mitchell,Uruguay,11/04/2005,Leicester City,11,2.66,15
Taylor,Scotland,18/11/1985,Tottenham Hotspur,11,1.36,8
Potter,Brazil,02/05/1985,West Ham United,11,4.07,4
Strickland,Uruguay,05/02/2004,Newcastle United,11,4.46,14
Hicks,Denmark,29/01/1995,Liverpool,11,1,4
Riggs,Argentina,19/03/2006,Leeds United,11,4.01,10
Burch,Argentina,15/09/1994,West Ham United,11,4.94,3
Clark,Spain,15/03/1991,Manchester United,11,2.9,15
Martinez,Uruguay,17/05/2002,Leeds United,11,0.88,1
Long,Spain,19/07/1989,Chelsea,11,4.18,7
Ramos,Belgium,16/10/1997,Tottenham Hotspur,11,3.02,15
Fuentes,Argentina,29/08/1999,Manchester United,11,2.8,4
Love,France,29/07/1992,Manchester City,11,3.04,11
Frazier,Brazil,08/06/2002,West Ham United,11,4.57,11
Banks,Portugal,04/05/1986,Leeds United,11,1.63,6
Brown,Scotland,15/01/2007,Arsenal,11,3.54,13
Martinez,Belgium,03/10/1997,Aston Villa,11,2.06,8
Owen,Argentina,08/11/2004,Newcastle United,11,1.36,13
Mcdonald,Denmark,22/04/2002,Arsenal,11,4.72,13
Graham,Scotland,21/02/1996,Arsenal,11,0.78,14
Ramirez,Uruguay,22/08/1984,West Ham United,11,4.88,9
Alexander,Netherlands,25/08/1989,Liverpool,11,1.56,7
Ross,Uruguay,27/09/2003,Liverpool,11,4.23,14
Ramirez,Belgium,16/12/1988,Tottenham Hotspur,11,1.93,1
Alvarado,Netherlands,06/01/1995,Manchester City,11,3.57,12
Hancock,Italy,01/05/2003,West Ham United,11,0.51,4
Kennedy,Uruguay,14/01/1987,Leicester City,11,3.7,9
Medina,France,03/06/1987,Liverpool,11,3.45,8
Lee,Brazil,04/01/2006,West Ham United,11,3.51,9
Morrow,Brazil,30/11/1998,Manchester United,11,3.39,13
Wiley,Italy,05/05/1997,Leicester City,11,4.38,8
Lowe,Sweden,03/01/1995,Leicester City,11,3.62,1
Dawson,Brazil,09/06/1985,Aston Villa,11,2.05,4
Ryan,Argentina,15/10/1995,Newcastle United,11,4.39,12
Murray,Sweden,26/08/1995,Arsenal,11,3.58,5
Allen,Portugal,17/11/1984,Tottenham Hotspur,11,1.43,2
Black,Uruguay,27/08/2003,Arsenal,11,2.57,5
Rogers,Sweden,11/01/1996,Liverpool,11,1.99,10
Brooks,Sweden,17/07/1992,Manchester City,11,1.95,15
King,France,12/11/1996,Aston Villa,11,2.5,12
Dodson,Italy,24/05/1995,Leicester City,11,2.85,2
Powell,Spain,21/06/2005,Aston Villa,11,0.92,2
Wilson,Brazil,16/03/1993,Everton,11,2.2,3
Calderon,France,30/12/2004,Aston Villa,11,0.89,2
Lopez,Belgium,08/08/1995,Newcastle United,11,3.25,5
Henderson,Argentina,20/05/1994,Manchester United,11,4.46,7
Carter,Uruguay,08/02/2004,Manchester United,11,1.74,14
Day,Scotland,21/01/1999,Newcastle United,11,3.95,13
Smith,Italy,20/08/1995,Tottenham Hotspur,11,2.87,6
Vazquez,Uruguay,27/05/1992,Arsenal,11,4.5,7
Moreno,Denmark,31/12/1991,Tottenham Hotspur,11,4.94,5
Sullivan,Argentina,16/06/1986,West Ham United,11,0.81,2
Acosta,Netherlands,05/05/2004,Leicester City,11,3.84,13
Ritter,Spain,16/06/1989,Leeds United,11,3.08,9
Peters,France,25/08/1990,Chelsea,11,3.77,2
Freeman,Denmark,19/10/1998,Manchester City,11,3.33,15
Santos,Spain,05/09/1993,Liverpool,11,3.69,14
Williams,Denmark,28/10/2003,Liverpool,11,4.28,5
Edwards,Sweden,20/05/1989,Tottenham Hotspur,11,2.42,13
Porter,Scotland,28/05/1993,Tottenham Hotspur,11,3.03,1
Rogers,Spain,31/12/1987,Leicester City,11,1.57,13
Fletcher,Brazil,02/02/2007,Arsenal,11,4.84,6
Lambert,Sweden,22/04/2002,Liverpool,11,1.97,0
Burton,Netherlands,09/03/2006,Aston Villa,11,4.62,11
Frazier,France,09/07/1998,West Ham United,11,1.74,0
Allison,Sweden,01/07/1997,Manchester United,11,3.39,14
Vang,Sweden,07/06/1997,Manchester City,11,1.96,7
Alvarez,Netherlands,08/11/1986,Newcastle United,11,3.98,12
Cisneros,Portugal,25/06/2005,Leicester City,11,4.13,2
Mcguire,Italy,30/01/2005,Leeds United,11,2.03,3
Walker,Portugal,18/02/2004,Manchester United,11,3.48,12
Townsend,Portugal,11/11/2004,Chelsea,11,2.58,3
Graham,France,11/04/1998,Chelsea,11,1.04,2
Hoffman,Portugal,12/03/1990,Tottenham Hotspur,11,1.35,13
Harris,Portugal,05/05/1989,Manchester City,11,1.33,1
Wilson,Argentina,14/09/2006,Aston Villa,11,2.82,5
Cortez,Brazil,29/06/1984,Tottenham Hotspur,11,1.43,13
Blake,Uruguay,31/05/1987,Manchester United,11,4.99,5
Gould,Belgium,01/08/2005,Chelsea,11,4.47,9
Bowen,England,14/08/2002,Leicester City,11,3.92,2
Payne,Argentina,26/04/2000,Newcastle United,11,4.77,5
Stevens,Uruguay,19/10/1995,Aston Villa,11,2.89,14
Stevens,Uruguay,15/12/1995,Leicester City,11,4.75,5
Armstrong,Portugal,29/01/1999,Aston Villa,11,2.02,13
Reed,Netherlands,18/05/1993,Leicester City,11,0.63,10
Hunt,Sweden,02/12/2002,Manchester United,11,3.09,11
Mcdowell,Uruguay,16/06/1993,Manchester United,11,3.73,3
Cook,Uruguay,14/12/1993,Arsenal,11,2.43,14
Bates,Denmark,16/05/1986,Newcastle United,11,2.51,12
Collins,Netherlands,08/10/2004,Manchester City,11,2.06,11
Freeman,Portugal,01/08/2003,Aston Villa,11,3.78,15
Marshall,Germany,15/11/2005,Leeds United,11,4.59,0
Barnett,Italy,28/06/1994,Leicester City,11,1.23,4
Campbell,Italy,04/03/1996,Manchester United,11,4.25,10
Reynolds,Scotland,18/05/2005,Newcastle United,11,1.61,1
Patton,Uruguay,05/05/1992,Manchester City,11,4.03,0
Hawkins,Belgium,20/06/1984,Newcastle United,11,0.55,15
Gomez,Sweden,15/10/1988,Everton,11,2.69,15
Gentry,Sweden,04/02/2005,West Ham United,11,4.1,15
Frank,Denmark,01/11/1992,Aston Villa,11,4.47,12
Valdez,Italy,07/06/2005,Tottenham Hotspur,11,4.13,1
Michael,Uruguay,18/02/1989,Liverpool,11,1.49,8
Sullivan,Italy,01/06/1997,Arsenal,11,2.32,9
Clark,Belgium,30/09/1993,Manchester City,11,2.02,6
Carney,Argentina,17/03/2000,Tottenham Hotspur,11,2.22,15
Fields,Uruguay,30/08/2004,Arsenal,11,2.8,8
Blevins,Spain,24/05/1997,Manchester United,11,4.15,0
Mcmillan,Denmark,12/03/2003,Manchester City,11,2.06,2
Sanders,Scotland,22/02/1999,Leeds United,11,1.99,8
Lopez,Denmark,28/06/1991,Newcastle United,11,3.94,1
Anderson,Italy,05/09/1996,Leicester City,11,4.7,7
Hoover,Denmark,13/04/1991,Chelsea,11,4.86,1
Davis,Denmark,20/06/1991,Liverpool,11,4.29,9
Sosa,England,12/08/1997,Aston Villa,11,2.29,4
Fletcher,Scotland,25/05/1986,West Ham United,11,0.76,1
Shelton,Spain,07/01/2002,Manchester City,11,4.99,9
Gonzalez,England,15/11/2005,Everton,11,4.98,0
Cooper,Netherlands,23/11/2006,Manchester City,11,2.07,9
Harris,Belgium,18/03/1989,Tottenham Hotspur,11,1.45,6
Steele,Italy,23/03/1986,Tottenham Hotspur,11,3.79,10
Murray,Argentina,06/08/1988,Leeds United,11,2.34,14
White,Netherlands,30/09/2000,Leicester City,11,3.15,13
Jenkins,Scotland,28/02/1989,Liverpool,11,4.85,6
Williams,Belgium,09/11/1999,Manchester City,11,1.41,9
Massey,Spain,05/03/2001,Manchester United,11,4.62,7
Munoz,Portugal,01/07/1998,Aston Villa,11,1.73,1
Jacobs,France,21/12/1987,Liverpool,11,1.01,13
Grant,Netherlands,15/08/2003,Manchester United,11,1.87,7
Martin,France,24/01/1991,Manchester City,11,3.61,2
Snow,Germany,11/03/2002,Newcastle United,11,2.57,9
Ortiz,Brazil,02/01/1989,Newcastle United,11,0.95,11
Harper,Denmark,18/03/1985,West Ham United,11,2.9,4
Johnson,Netherlands,15/04/1992,Liverpool,11,3.02,8
Brooks,Denmark,23/01/1994,Arsenal,11,1.19,9
Gill,Argentina,02/08/1996,Leeds United,11,1.17,2
Terrell,Brazil,24/02/1994,Leeds United,11,4.86,15
Wilson,Uruguay,15/01/1993,Leeds United,11,3.64,4
Walker,Germany,14/05/2005,Liverpool,11,3.12,14
Reid,England,23/12/1987,Liverpool,11,3.54,3
White,Scotland,22/10/2003,Manchester City,11,3.34,15
Stafford,Brazil,06/08/1995,Manchester City,11,4.86,1
Gillespie,Spain,24/06/1989,West Ham United,11,1.7,5
Andrews,Belgium,15/07/1984,Liverpool,11,1.14,15
Brown,France,03/12/1990,Aston Villa,11,1.46,6
Hudson,Germany,02/03/2004,Tottenham Hotspur,11,3.14,10
Ramirez,France,19/10/1993,Newcastle United,11,0.73,3
Phillips,Spain,06/04/1997,Chelsea,11,4.27,7
Bryant,Uruguay,22/10/1999,Arsenal,11,3.7,8
Miller,Spain,12/07/1989,Aston Villa,11,3.88,5
Mitchell,France,19/09/1998,Leeds United,11,2.91,9
Potter,France,20/04/2000,West Ham United,11,1.27,1
Gutierrez,Portugal,18/08/1994,Tottenham Hotspur,11,2.39,11
Gonzalez,Scotland,29/08/1989,Leicester City,11,3.38,6
Monroe,Netherlands,08/06/1996,Liverpool,11,1.47,1
Griffin,England,01/05/2005,Manchester City,11,1.12,6
Lawrence,Germany,02/09/1995,Leeds United,11,1.94,8
Parks,Germany,19/12/1993,Aston Villa,11,3.7,3
Curtis,Uruguay,06/08/2002,Aston Villa,11,0.77,8
Nguyen,Uruguay,18/06/1988,Leeds United,11,0.85,1
Perry,Germany,01/10/1986,Leeds United,11,1.05,8
Harrison,Sweden,11/10/2004,Leicester City,11,0.99,10
Sellers,Argentina,12/02/2004,Tottenham Hotspur,11,3.8,9
Peterson,Argentina,05/06/2004,West Ham United,11,2.09,1
Webster,Spain,19/12/2005,West Ham United,11,1.84,12
Davis,Italy,25/08/2004,Everton,11,2.88,1
Davis,Argentina,30/11/1985,Tottenham Hotspur,11,2.17,14
Gregory,Argentina,21/06/1985,Manchester United,11,2.71,11
Trujillo,Brazil,17/03/2000,Leicester City,11,4.07,5
Wells,England,15/02/1995,Manchester United,11,2.21,6
Smith,Scotland,26/11/1998,Chelsea,11,3.1,7
Gomez,Germany,06/12/1997,Arsenal,11,3.94,1
Gordon,Sweden,12/05/2000,Manchester City,11,3.44,9
Ruiz,Sweden,31/08/2003,Leicester City,11,1.87,14
Rosales,Uruguay,28/06/1992,Arsenal,11,4.21,12
Mccarthy,Spain,04/05/1987,Manchester United,11,1.05,10
Cortez,England,16/04/1984,Aston Villa,11,1.86,15
Solis,Belgium,13/11/2005,Manchester City,11,3.95,3
Clements,Germany,24/12/1988,Leeds United,11,0.68,9
Ruiz,England,06/08/1984,Leeds United,11,4.05,7
Davidson,Spain,27/10/1987,West Ham United,11,2.55,3
Macdonald,Germany,15/04/1988,Tottenham Hotspur,11,2.44,2
Griffin,Italy,05/08/1987,Liverpool,11,4.97,6
Hansen,Portugal,20/06/1996,Manchester United,11,4.39,14
Collins,Uruguay,23/06/1995,Leicester City,11,1.85,6
Reed,Italy,28/05/1989,Liverpool,11,2.84,8
Trevino,Brazil,20/05/2000,Manchester United,11,4.64,5
Cabrera,Portugal,17/12/1999,Everton,11,4.79,10
Fry,Argentina,04/07/2006,Everton,11,4.54,15
Greene,Sweden,01/01/2002,Chelsea,11,4.02,7
Barber,Portugal,14/11/1997,Aston Villa,11,4.46,14
Johnson,Italy,14/09/1990,West Ham United,11,4.47,9
Davis,Argentina,04/01/1993,Leicester City,11,1.79,4
Murphy,Belgium,29/07/1992,West Ham United,11,0.95,3
Byrd,Sweden,10/03/2006,Chelsea,11,1.47,8
Gutierrez,Netherlands,19/05/2001,Manchester United,11,2.68,15
Clark,Sweden,29/12/1988,Leicester City,11,2.19,2
Dillon,Argentina,09/08/1995,Tottenham Hotspur,11,0.53,10
Martin,Denmark,27/12/1997,Tottenham Hotspur,11,2.5,7
Castillo,Scotland,22/08/1997,Manchester City,11,2.13,8
Martinez,Uruguay,11/08/1985,Leicester City,11,1.86,6
Nguyen,Netherlands,11/05/2005,West Ham United,11,0.5,9
